EVENT_NAME	COUNT_STAR	SUM_WAIT_MS	AVG_WAIT_MS
wait/synch/mutex/innodb/log_files_mutex	5768	3633.5191	0.62994437
wait/synch/sxlock/innodb/trx_purge_latch	5751552	3312.5577	0.00057594
wait/synch/sxlock/innodb/hash_table_locks	18226009	2992.5839	0.00016419
wait/synch/mutex/innodb/lock_sys_page_mutex	1235735	2348.6951	0.00190065
wait/synch/mutex/innodb/trx_mutex	31270491	2061.3994	0.00006592
wait/synch/mutex/innodb/lock_wait_mutex	89079	1530.0044	0.01717581
wait/synch/mutex/innodb/fil_system_mutex	6398676	1373.0205	0.00021458
wait/synch/mutex/innodb/log_writer_mutex	10385	1297.3004	0.12492059
wait/synch/mutex/innodb/trx_sys_mutex	348414	919.6615	0.00263957
wait/synch/mutex/innodb/srv_sys_mutex	62517	579.9922	0.00927735
wait/synch/sxlock/innodb/index_tree_rw_lock	2918690	544.6220	0.00018660
wait/synch/sxlock/innodb/lock_sys_global_rw_lock	1256638	259.4813	0.00020649
wait/synch/mutex/innodb/sync_array_mutex	236056	141.2613	0.00059842
wait/synch/sxlock/innodb/log_sn_lock	1441077	138.5971	0.00009618
wait/synch/mutex/innodb/undo_space_rseg_mutex	540626	106.3494	0.00019672
wait/synch/mutex/innodb/log_flusher_mutex	904	65.8992	0.07289731
wait/synch/mutex/innodb/lock_sys_table_mutex	160268	63.8718	0.00039853
wait/synch/mutex/innodb/trx_sys_shard_mutex	344518	50.4826	0.00014653
wait/synch/mutex/innodb/purge_sys_pq_mutex	160262	43.7672	0.00027310
wait/synch/mutex/innodb/log_write_notifier_mutex	411738	36.8233	0.00008943
wait/synch/mutex/innodb/trx_undo_mutex	320557	30.9137	0.00009644
wait/synch/mutex/innodb/dict_sys_mutex	480599	25.1662	0.00005236
wait/synch/sxlock/innodb/rsegs_lock	120919	23.9966	0.00019845
wait/synch/mutex/innodb/autoinc_mutex	80014	22.8855	0.00028602
wait/synch/sxlock/innodb/undo_spaces_lock	100090	22.4746	0.00022454
wait/synch/mutex/innodb/dict_table_mutex	320626	20.6690	0.00006446
wait/synch/mutex/innodb/trx_sys_serialisation_mutex	160847	19.4128	0.00012069
wait/synch/mutex/innodb/autoinc_persisted_mutex	80005	15.0614	0.00018826
wait/synch/sxlock/innodb/fil_space_latch	18478	6.4328	0.00034813
wait/synch/mutex/innodb/alter_stage_mutex	83020	5.2259	0.00006295
wait/synch/mutex/innodb/buf_pool_flush_state_mutex	20230	2.8714	0.00014194
wait/synch/mutex/innodb/flush_list_mutex	30830	2.7733	0.00008996
wait/synch/mutex/innodb/temp_space_rseg_mutex	27648	2.4864	0.00008993
wait/synch/mutex/innodb/parallel_read_mutex	150	1.3637	0.00909120
wait/synch/mutex/innodb/log_flush_notifier_mutex	10498	1.3567	0.00012923
wait/synch/mutex/innodb/log_governor_mutex	5604	1.2716	0.00022690
wait/synch/mutex/innodb/log_limits_mutex	5859	0.9073	0.00015486
wait/synch/mutex/innodb/buf_pool_free_list_mutex	9401	0.7597	0.00008081
wait/synch/mutex/innodb/dblwr_mutex	10161	0.6182	0.00006084
wait/synch/mutex/innodb/buf_pool_LRU_list_mutex	4860	0.5934	0.00012209
wait/synch/mutex/innodb/page_cleaner_mutex	356	0.0330	0.00009260
wait/synch/mutex/innodb/log_checkpointer_mutex	68	0.0236	0.00034637
wait/synch/mutex/innodb/row_drop_list_mutex	59	0.0225	0.00038162
wait/synch/mutex/innodb/recalc_pool_mutex	46	0.0145	0.00031484
wait/synch/mutex/innodb/ibuf_mutex	59	0.0126	0.00021311
wait/synch/mutex/innodb/trx_pool_mutex	94	0.0078	0.00008314
wait/synch/sxlock/innodb/dict_table_stats	64	0.0066	0.00010346
wait/synch/mutex/innodb/trx_pool_manager_mutex	47	0.0062	0.00013262
wait/synch/mutex/innodb/parser_mutex	40	0.0028	0.00006912
wait/synch/mutex/innodb/dict_persist_dirty_tables_mutex	8	0.0022	0.00027031
wait/synch/mutex/innodb/page_sys_arch_oper_mutex	8	0.0022	0.00026971
wait/synch/sxlock/innodb/dict_operation_lock	7	0.0020	0.00028584
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	1	0.0004	0.00043307
wait/synch/mutex/innodb/innobase_share_mutex	1	0.0002	0.00018642
