EVENT_NAME	COUNT_STAR	SUM_WAIT_MS	AVG_WAIT_MS
wait/synch/mutex/innodb/lock_sys_page_mutex	1119561	4686.6597	0.00418616
wait/synch/sxlock/innodb/trx_purge_latch	5136070	3900.0293	0.00075934
wait/synch/mutex/innodb/log_files_mutex	5797	2770.9039	0.47798928
wait/synch/sxlock/innodb/hash_table_locks	16468276	2707.1004	0.00016438
wait/synch/mutex/innodb/lock_wait_mutex	79954	2498.0487	0.03124357
wait/synch/mutex/innodb/trx_sys_mutex	315075	2379.2598	0.00755141
wait/synch/mutex/innodb/trx_mutex	28329775	2006.2296	0.00007082
wait/synch/mutex/innodb/fil_system_mutex	5731729	1492.5823	0.00026041
wait/synch/mutex/innodb/log_writer_mutex	12499	1424.1370	0.11394007
wait/synch/mutex/innodb/srv_sys_mutex	55021	840.9782	0.01528468
wait/synch/sxlock/innodb/index_tree_rw_lock	2653140	497.8130	0.00018763
wait/synch/mutex/innodb/undo_space_rseg_mutex	488671	479.1805	0.00098058
wait/synch/sxlock/innodb/fil_space_latch	16715	256.2430	0.01533013
wait/synch/sxlock/innodb/lock_sys_global_rw_lock	1137645	247.5792	0.00021762
wait/synch/mutex/innodb/sync_array_mutex	185321	211.2482	0.00113990
wait/synch/sxlock/innodb/log_sn_lock	1306049	127.2593	0.00009744
wait/synch/mutex/innodb/trx_sys_shard_mutex	312082	46.7376	0.00014976
wait/synch/mutex/innodb/trx_sys_serialisation_mutex	145799	44.6632	0.00030633
wait/synch/mutex/innodb/lock_sys_table_mutex	145220	44.5899	0.00030705
wait/synch/mutex/innodb/log_write_notifier_mutex	383121	30.1484	0.00007869
wait/synch/mutex/innodb/trx_undo_mutex	290486	27.0147	0.00009300
wait/synch/mutex/innodb/dict_sys_mutex	435581	24.2077	0.00005558
wait/synch/mutex/innodb/purge_sys_pq_mutex	145215	22.3981	0.00015424
wait/synch/sxlock/innodb/rsegs_lock	108634	21.4268	0.00019724
wait/synch/sxlock/innodb/undo_spaces_lock	90238	18.2472	0.00020221
wait/synch/mutex/innodb/dict_table_mutex	290614	16.2425	0.00005589
wait/synch/mutex/innodb/autoinc_persisted_mutex	72506	14.5564	0.00020076
wait/synch/mutex/innodb/autoinc_mutex	72515	8.6703	0.00011957
wait/synch/mutex/innodb/alter_stage_mutex	83020	5.3734	0.00006472
wait/synch/mutex/innodb/buf_pool_flush_state_mutex	22376	4.9039	0.00021916
wait/synch/mutex/innodb/flush_list_mutex	33450	3.1040	0.00009280
wait/synch/mutex/innodb/temp_space_rseg_mutex	24448	2.2376	0.00009153
wait/synch/mutex/innodb/parallel_read_mutex	150	1.8597	0.01239792
wait/synch/mutex/innodb/buf_pool_free_list_mutex	8421	1.7781	0.00021115
wait/synch/mutex/innodb/log_flush_notifier_mutex	11609	1.3412	0.00011553
wait/synch/mutex/innodb/log_governor_mutex	5628	1.3300	0.00023632
wait/synch/mutex/innodb/log_limits_mutex	5873	0.7417	0.00012629
wait/synch/mutex/innodb/dblwr_mutex	11256	0.6868	0.00006101
wait/synch/mutex/innodb/buf_pool_LRU_list_mutex	4361	0.4325	0.00009916
wait/synch/mutex/innodb/log_flusher_mutex	902	0.1115	0.00012363
wait/synch/mutex/innodb/page_cleaner_mutex	362	0.0334	0.00009225
wait/synch/mutex/innodb/row_drop_list_mutex	60	0.0218	0.00036307
wait/synch/mutex/innodb/log_checkpointer_mutex	69	0.0213	0.00030830
wait/synch/mutex/innodb/ibuf_mutex	60	0.0133	0.00022143
wait/synch/mutex/innodb/recalc_pool_mutex	40	0.0127	0.00031785
wait/synch/mutex/innodb/trx_pool_mutex	104	0.0087	0.00008390
wait/synch/mutex/innodb/trx_pool_manager_mutex	52	0.0061	0.00011748
wait/synch/sxlock/innodb/dict_table_stats	28	0.0043	0.00015211
wait/synch/mutex/innodb/parser_mutex	48	0.0031	0.00006551
wait/synch/mutex/innodb/dict_persist_dirty_tables_mutex	9	0.0029	0.00031824
wait/synch/mutex/innodb/page_sys_arch_oper_mutex	9	0.0023	0.00025939
wait/synch/sxlock/innodb/dict_operation_lock	8	0.0012	0.00014997
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	1	0.0002	0.00022657
