EVENT_NAME	COUNT_STAR	SUM_WAIT_MS	AVG_WAIT_MS
wait/synch/mutex/innodb/log_files_mutex	5801	3799.4267	0.65496064
wait/synch/sxlock/innodb/trx_purge_latch	6396367	3229.5731	0.00050491
wait/synch/sxlock/innodb/hash_table_locks	20282370	3227.3663	0.00015912
wait/synch/mutex/innodb/trx_mutex	34943450	2035.3122	0.00005825
wait/synch/mutex/innodb/log_writer_mutex	13343	1320.9193	0.09899718
wait/synch/mutex/innodb/lock_sys_page_mutex	1375946	1017.9613	0.00073983
wait/synch/mutex/innodb/fil_system_mutex	7126733	868.2696	0.00012183
wait/synch/mutex/innodb/trx_sys_mutex	389621	693.8916	0.00178094
wait/synch/sxlock/innodb/index_tree_rw_lock	3240672	607.0034	0.00018731
wait/synch/mutex/innodb/lock_wait_mutex	91427	323.8705	0.00354239
wait/synch/sxlock/innodb/lock_sys_global_rw_lock	1399947	250.6896	0.00017907
wait/synch/mutex/innodb/undo_space_rseg_mutex	605065	228.7857	0.00037812
wait/synch/mutex/innodb/sync_array_mutex	558577	158.7383	0.00028418
wait/synch/sxlock/innodb/log_sn_lock	1611201	140.3959	0.00008714
wait/synch/mutex/innodb/srv_sys_mutex	70705	91.9279	0.00130016
wait/synch/sxlock/innodb/fil_space_latch	21194	81.9010	0.00386435
wait/synch/mutex/innodb/trx_sys_shard_mutex	383020	52.8473	0.00013798
wait/synch/mutex/innodb/lock_sys_table_mutex	179174	51.3965	0.00028685
wait/synch/mutex/innodb/log_write_notifier_mutex	386613	34.6498	0.00008962
wait/synch/mutex/innodb/dict_sys_mutex	537291	31.2419	0.00005815
wait/synch/mutex/innodb/trx_undo_mutex	358364	27.6363	0.00007712
wait/synch/sxlock/innodb/rsegs_lock	134980	27.1924	0.00020145
wait/synch/mutex/innodb/purge_sys_pq_mutex	179168	24.4063	0.00013622
wait/synch/sxlock/innodb/undo_spaces_lock	111793	22.6525	0.00020263
wait/synch/mutex/innodb/dict_table_mutex	358425	21.6487	0.00006040
wait/synch/mutex/innodb/trx_sys_serialisation_mutex	179757	20.1320	0.00011200
wait/synch/mutex/innodb/log_flusher_mutex	976	17.9340	0.01837501
wait/synch/mutex/innodb/autoinc_persisted_mutex	89452	15.7748	0.00017635
wait/synch/mutex/innodb/autoinc_mutex	89461	13.9063	0.00015545
wait/synch/mutex/innodb/alter_stage_mutex	83020	5.3734	0.00006472
wait/synch/mutex/innodb/temp_space_rseg_mutex	31104	4.8478	0.00015586
wait/synch/mutex/innodb/flush_list_mutex	39112	3.5237	0.00009009
wait/synch/mutex/innodb/buf_pool_flush_state_mutex	26108	2.1443	0.00008213
wait/synch/mutex/innodb/parallel_read_mutex	150	1.8597	0.01239792
wait/synch/mutex/innodb/log_governor_mutex	5627	1.6222	0.00028830
wait/synch/mutex/innodb/buf_pool_free_list_mutex	10684	1.4964	0.00014006
wait/synch/mutex/innodb/log_flush_notifier_mutex	12636	1.4730	0.00011657
wait/synch/mutex/innodb/log_limits_mutex	5872	0.8402	0.00014308
wait/synch/mutex/innodb/dblwr_mutex	13156	0.7866	0.00005979
wait/synch/mutex/innodb/buf_pool_LRU_list_mutex	5529	0.5007	0.00009056
wait/synch/mutex/innodb/row_drop_list_mutex	60	0.0980	0.00163251
wait/synch/mutex/innodb/page_cleaner_mutex	360	0.0331	0.00009184
wait/synch/mutex/innodb/log_checkpointer_mutex	68	0.0224	0.00032882
wait/synch/mutex/innodb/recalc_pool_mutex	48	0.0141	0.00029433
wait/synch/mutex/innodb/trx_pool_manager_mutex	47	0.0133	0.00028216
wait/synch/mutex/innodb/ibuf_mutex	60	0.0131	0.00021767
wait/synch/mutex/innodb/trx_pool_mutex	94	0.0076	0.00008126
wait/synch/sxlock/innodb/dict_table_stats	27	0.0043	0.00015877
wait/synch/mutex/innodb/dict_persist_dirty_tables_mutex	9	0.0034	0.00037794
wait/synch/mutex/innodb/parser_mutex	40	0.0027	0.00006737
wait/synch/mutex/innodb/page_sys_arch_oper_mutex	9	0.0021	0.00023815
wait/synch/sxlock/innodb/dict_operation_lock	7	0.0019	0.00026645
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	1	0.0004	0.00038622
