EVENT_NAME	COUNT_STAR	SUM_WAIT_MS	AVG_WAIT_MS
wait/synch/mutex/innodb/log_files_mutex	5744	3910.2283	0.68075005
wait/synch/sxlock/innodb/trx_purge_latch	5630920	3233.9925	0.00057433
wait/synch/mutex/innodb/lock_sys_page_mutex	1216952	3161.6328	0.00259799
wait/synch/sxlock/innodb/hash_table_locks	17906339	2999.2414	0.00016750
wait/synch/mutex/innodb/trx_sys_mutex	342560	2868.2151	0.00837288
wait/synch/mutex/innodb/trx_mutex	30757932	2005.4707	0.00006520
wait/synch/mutex/innodb/lock_wait_mutex	90388	1484.8322	0.01642732
wait/synch/mutex/innodb/log_writer_mutex	12368	1472.4075	0.11904977
wait/synch/mutex/innodb/fil_system_mutex	6272882	1308.3914	0.00020858
wait/synch/sxlock/innodb/index_tree_rw_lock	2870775	553.5875	0.00019284
wait/synch/mutex/innodb/srv_sys_mutex	61912	548.9019	0.00886584
wait/synch/sxlock/innodb/lock_sys_global_rw_lock	1237030	261.6162	0.00021149
wait/synch/mutex/innodb/undo_space_rseg_mutex	531820	222.3282	0.00041805
wait/synch/mutex/innodb/sync_array_mutex	234038	134.5995	0.00057512
wait/synch/sxlock/innodb/log_sn_lock	1417458	127.1543	0.00008971
wait/synch/mutex/innodb/purge_sys_pq_mutex	157611	58.8902	0.00037364
wait/synch/mutex/innodb/trx_sys_shard_mutex	339489	56.5146	0.00016647
wait/synch/sxlock/innodb/fil_space_latch	18462	53.1093	0.00287668
wait/synch/mutex/innodb/lock_sys_table_mutex	157616	43.4877	0.00027591
wait/synch/mutex/innodb/log_write_notifier_mutex	388726	32.6110	0.00008389
wait/synch/mutex/innodb/trx_undo_mutex	315239	27.5204	0.00008730
wait/synch/sxlock/innodb/rsegs_lock	118924	27.4330	0.00023068
wait/synch/mutex/innodb/dict_sys_mutex	472646	24.3826	0.00005159
wait/synch/mutex/innodb/dict_table_mutex	315314	22.5485	0.00007151
wait/synch/sxlock/innodb/undo_spaces_lock	98440	20.8031	0.00021133
wait/synch/mutex/innodb/autoinc_persisted_mutex	78685	19.0022	0.00024150
wait/synch/mutex/innodb/trx_sys_serialisation_mutex	158192	17.9338	0.00011337
wait/synch/mutex/innodb/autoinc_mutex	78694	8.9156	0.00011329
wait/synch/mutex/innodb/alter_stage_mutex	83020	5.3734	0.00006472
wait/synch/mutex/innodb/flush_list_mutex	34210	4.0621	0.00011874
wait/synch/mutex/innodb/buf_pool_flush_state_mutex	22876	3.1042	0.00013569
wait/synch/mutex/innodb/log_flusher_mutex	922	3.0780	0.00333840
wait/synch/mutex/innodb/temp_space_rseg_mutex	27136	2.6227	0.00009665
wait/synch/mutex/innodb/parallel_read_mutex	150	1.8597	0.01239792
wait/synch/mutex/innodb/log_flush_notifier_mutex	11489	1.3588	0.00011827
wait/synch/mutex/innodb/buf_pool_free_list_mutex	9346	1.2754	0.00013646
wait/synch/mutex/innodb/log_governor_mutex	5577	1.1883	0.00021307
wait/synch/mutex/innodb/log_limits_mutex	5822	0.7790	0.00013380
wait/synch/mutex/innodb/dblwr_mutex	11491	0.6926	0.00006027
wait/synch/mutex/innodb/buf_pool_LRU_list_mutex	5449	0.4096	0.00007517
wait/synch/mutex/innodb/page_cleaner_mutex	362	0.0333	0.00009188
wait/synch/mutex/innodb/row_drop_list_mutex	60	0.0226	0.00037649
wait/synch/mutex/innodb/log_checkpointer_mutex	69	0.0209	0.00030350
wait/synch/mutex/innodb/recalc_pool_mutex	44	0.0139	0.00031689
wait/synch/mutex/innodb/ibuf_mutex	60	0.0126	0.00020952
wait/synch/mutex/innodb/trx_pool_mutex	94	0.0073	0.00007778
wait/synch/mutex/innodb/trx_pool_manager_mutex	47	0.0053	0.00011330
wait/synch/sxlock/innodb/dict_table_stats	27	0.0045	0.00016610
wait/synch/mutex/innodb/parser_mutex	40	0.0034	0.00008449
wait/synch/mutex/innodb/page_sys_arch_oper_mutex	9	0.0027	0.00029530
wait/synch/mutex/innodb/dict_persist_dirty_tables_mutex	9	0.0025	0.00028255
wait/synch/sxlock/innodb/dict_operation_lock	6	0.0011	0.00018515
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	1	0.0003	0.00033078
wait/synch/mutex/innodb/innobase_share_mutex	1	0.0000	0.00004684
