EVENT_NAME	COUNT_STAR	SUM_WAIT_MS	AVG_WAIT_MS
wait/synch/mutex/innodb/log_files_mutex	5703	4022.5942	0.70534705
wait/synch/mutex/innodb/lock_sys_page_mutex	1213190	3177.4995	0.00261913
wait/synch/sxlock/innodb/trx_purge_latch	5648576	3026.7914	0.00053585
wait/synch/sxlock/innodb/hash_table_locks	17888679	3017.7065	0.00016869
wait/synch/mutex/innodb/log_writer_mutex	10857	2163.5057	0.19927289
wait/synch/mutex/innodb/trx_mutex	30684648	2048.7540	0.00006677
wait/synch/mutex/innodb/lock_wait_mutex	87791	1590.5662	0.01811765
wait/synch/mutex/innodb/fil_system_mutex	6284749	1348.2362	0.00021453
wait/synch/mutex/innodb/srv_sys_mutex	61970	567.4223	0.00915640
wait/synch/mutex/innodb/trx_sys_mutex	341746	565.7771	0.00165555
wait/synch/sxlock/innodb/index_tree_rw_lock	2862405	552.6988	0.00019309
wait/synch/mutex/innodb/undo_space_rseg_mutex	530095	435.1343	0.00082086
wait/synch/sxlock/innodb/lock_sys_global_rw_lock	1231454	235.4636	0.00019121
wait/synch/mutex/innodb/sync_array_mutex	242157	170.9485	0.00070594
wait/synch/sxlock/innodb/log_sn_lock	1414040	134.6287	0.00009521
wait/synch/mutex/innodb/lock_sys_table_mutex	157258	63.1528	0.00040159
wait/synch/mutex/innodb/trx_sys_shard_mutex	338165	50.2727	0.00014866
wait/synch/mutex/innodb/log_write_notifier_mutex	404014	35.2703	0.00008730
wait/synch/mutex/innodb/purge_sys_pq_mutex	157252	32.9746	0.00020969
wait/synch/mutex/innodb/trx_undo_mutex	314554	28.4874	0.00009056
wait/synch/mutex/innodb/dict_sys_mutex	471691	24.9554	0.00005291
wait/synch/sxlock/innodb/rsegs_lock	118710	24.5464	0.00020678
wait/synch/sxlock/innodb/undo_spaces_lock	98246	20.1961	0.00020557
wait/synch/mutex/innodb/trx_sys_serialisation_mutex	157840	18.5173	0.00011732
wait/synch/mutex/innodb/dict_table_mutex	314658	17.9696	0.00005711
wait/synch/mutex/innodb/autoinc_persisted_mutex	78535	16.7481	0.00021326
wait/synch/sxlock/innodb/fil_space_latch	18468	12.5375	0.00067888
wait/synch/mutex/innodb/autoinc_mutex	78544	8.4670	0.00010780
wait/synch/mutex/innodb/alter_stage_mutex	83020	5.3734	0.00006472
wait/synch/mutex/innodb/buf_pool_flush_state_mutex	19709	3.9263	0.00019921
wait/synch/mutex/innodb/flush_list_mutex	30036	3.2126	0.00010696
wait/synch/mutex/innodb/temp_space_rseg_mutex	27008	2.4892	0.00009217
wait/synch/mutex/innodb/parallel_read_mutex	150	1.8597	0.01239792
wait/synch/mutex/innodb/buf_pool_free_list_mutex	9394	1.8149	0.00019319
wait/synch/mutex/innodb/log_governor_mutex	5539	1.6180	0.00029212
wait/synch/mutex/innodb/log_flush_notifier_mutex	10942	1.3972	0.00012769
wait/synch/mutex/innodb/log_limits_mutex	5791	0.8181	0.00014127
wait/synch/mutex/innodb/dblwr_mutex	9900	0.6197	0.00006260
wait/synch/mutex/innodb/buf_pool_LRU_list_mutex	4861	0.3718	0.00007648
wait/synch/mutex/innodb/log_flusher_mutex	734	0.1233	0.00016798
wait/synch/mutex/innodb/page_cleaner_mutex	350	0.0304	0.00008673
wait/synch/mutex/innodb/row_drop_list_mutex	59	0.0234	0.00039603
wait/synch/mutex/innodb/log_checkpointer_mutex	67	0.0207	0.00030944
wait/synch/mutex/innodb/trx_pool_manager_mutex	47	0.0154	0.00032711
wait/synch/mutex/innodb/recalc_pool_mutex	45	0.0137	0.00030494
wait/synch/mutex/innodb/ibuf_mutex	59	0.0133	0.00022568
wait/synch/mutex/innodb/trx_pool_mutex	94	0.0076	0.00008062
wait/synch/sxlock/innodb/dict_table_stats	27	0.0041	0.00015147
wait/synch/mutex/innodb/parser_mutex	40	0.0028	0.00006996
wait/synch/mutex/innodb/dict_persist_dirty_tables_mutex	8	0.0026	0.00031978
wait/synch/mutex/innodb/page_sys_arch_oper_mutex	8	0.0018	0.00021928
wait/synch/sxlock/innodb/dict_operation_lock	7	0.0011	0.00016416
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	1	0.0004	0.00036328
wait/synch/mutex/innodb/ibuf_bitmap_mutex	1	0.0002	0.00016634
wait/synch/mutex/innodb/innobase_share_mutex	1	0.0001	0.00005832
